text,label
"Dear customer, as part of our security upgrade, please re-enter your social security number: http://945s1htlg1.tk/verify?id=xftnaoznt9u8",1
Your Zoom account requires immediate verification. Click below to confirm your identity: http://3wer1zehr7.ml/verify?id=1shygdhd9enr,1
FW: You have received a secure document from James. Click here to view: http://ee73fhh99u.xyz/verify?id=ntwzzucpdvgw Do not ignore this message.,1
"Hi James, just a quick reminder about the project deadline this Tuesday. Please submit your work on time. (see attached) Thanks.",0
"Dear customer, as part of our security upgrade, please re-enter your social security number: http://z5zaje6lsa.ml/verify?id=90kjb7hhfk9q",1
"Dear David, thank you for your purchase. Your invoice #609698 is attached for your records.",0
"Dear Alice, your account has been flagged for review. Provide your login credentials to continue: http://vr335k9sgl.ml/verify?id=t22mgubekbat",1
"Hi Sarah, your monthly cloud usage report is ready. Total spend: $397.",0
RE: URGENT SECURITY NOTICE: Your password will expire in 24 hours. Click here to update your password now: http://ivje4cn3g0.ml/verify?id=pbrh9urx9056,1
"Dear John, your order #473795 has been shipped and will arrive by Tuesday.",0
IMPORTANT: Your bank account will be closed unless you verify your details within 48 hours. Verify now: http://8ri6gc7uxr.xyz/verify?id=j4dwfso3jv53,1
"Dear Alice, your order #940060 has been shipped and will arrive by Monday.",0
Congratulations! You have been selected as the winner of our $40064 lottery. Claim your prize now: http://0ffjvciqrm.tk/verify?id=90flq96eyk4d,1
Wire transfer of $16269 is pending your approval. Review and authorize the transaction: http://ieoe8854sj.ml/verify?id=oyhzu6adhucw,1
SECURITY NOTICE: Your password will expire in 24 hours. Click here to update your password now: http://rth925yybf.tk/verify?id=rrk0u6pf69jr,1
"Dear James, your order #326140 has been shipped and will arrive by Tuesday.",0
"RE: URGENT Dear customer, as part of our security upgrade, please re-enter your social security number: http://amrmnwa6sl.ml/verify?id=cz83sagjf37h Do not ignore this message.",1
Apple ID Alert: Someone tried to sign in to your account from a new device. Verify your identity: http://tcgqic6mrq.tk/verify?id=jsq87pjhahzn,1
Your Zoom account requires immediate verification. Click below to confirm your identity: http://klolurcgd1.xyz/verify?id=dkdnz1rkbgwt,1
"Dear Sarah, your order #399155 has been shipped and will arrive by Tuesday.",0
You have been chosen to receive a free iPhone 15. Claim your gift before it expires: http://kuu3x79847.ml/verify?id=oald580yo3qd,1
"Dear customer, as part of our security upgrade, please re-enter your social security number: http://jafb8jpx7g.ml/verify?id=n3gaixn4hzgi",1
"ALERT: Your credit card ending in 4033 has been charged $9665. If this was not you, click here: http://9cd026ue2f.xyz/verify?id=zqv6qgshtr7e",1
IMPORTANT: Your bank account will be closed unless you verify your details within 48 hours. Verify now: http://13wlohrsx1.tk/verify?id=1r6ayugiy9ix,1
Congratulations! You have been selected as the winner of our $10218 lottery. Claim your prize now: http://s4zn2aylgv.tk/verify?id=wnb1btw9i21h,1
Congratulations! You have been selected as the winner of our $9301 lottery. Claim your prize now: http://t8fmw39gkk.ml/verify?id=qwybcn6fwo9u,1
"Dear Michael, thank you for your purchase. Your invoice #998277 is attached for your records.",0
"RE: URGENT Dear user, your email storage is almost full. Click below to upgrade your account for free: http://8ot5zzlx7l.tk/verify?id=acxg0bamofta Do not ignore this message.",1
"Dear Bob, your order #159304 has been shipped and will arrive by Wednesday.  Thanks.",0
FW: You have been chosen to receive a free iPhone 15. Claim your gift before it expires: http://rfw1mbr6rz.ml/verify?id=mx9t166tirin,1
"Dear customer, we detected unauthorized access to your account. Confirm your identity within 24 hours or your account will be permanently locked: http://5m52ray0pu.tk/verify?id=ljn7g9biowhy",1
Your Zoom account requires immediate verification. Click below to confirm your identity: http://3bqt9qaaj0.ml/verify?id=hoo11gtfgajd,1
"Hi Emma, thanks for reaching out. We received your support ticket and will respond within 24 hours. (see attached) Thanks.",0
Your Netflix subscription payment failed. Update your billing information to avoid service interruption: http://rmgha3pqds.ml/verify?id=yhjzzbmej9xr,1
"Dear user, your email storage is almost full. Click below to upgrade your account for free: http://zs02cyde3g.ml/verify?id=6j3ys069f9c0",1
"Dear Emily, your order #144613 has been shipped and will arrive by Friday.",0
"Dear Bob, thank you for your purchase. Your invoice #750718 is attached for your records.",0
"Dear Michael, thank you for your purchase. Your invoice #641893 is attached for your records.",0
Your Netflix subscription payment failed. Update your billing information to avoid service interruption: http://ippidv1ikx.ml/verify?id=bxog1qz4cp80,1
You have received a secure document from Alice. Click here to view: http://kv3mfiggub.ml/verify?id=fy62mzjx9k7p,1
URGENT: Your account has been suspended due to suspicious activity. Click here to verify your identity immediately: http://hbjrfmfklt.xyz/verify?id=3u0dgzfj3qhk,1
"Dear James, your order #573800 has been shipped and will arrive by Monday.",0
Your PayPal account has been limited. Please update your information to restore access: http://m38qydcup6.ml/verify?id=4pkaysvqtplh,1
"ALERT: Your credit card ending in 4229 has been charged $48206. If this was not you, click here: http://ph6vbx8r11.xyz/verify?id=974cmep8f71l",1
"Dear Emma, your order #568069 has been shipped and will arrive by Tuesday.",0
"Hi David, your monthly cloud usage report is ready. Total spend: $374.",0
"Dear John, your order #739472 has been shipped and will arrive by Friday.",0
URGENT: Unusual login activity detected on your account. Secure your account immediately: http://rhgbxj7trr.ml/verify?id=x6c199ab3jkv,1
"Hi Alice, just a quick reminder about the project deadline this Tuesday. Please submit your work on time. — Thanks.",0
"Hi David, your monthly cloud usage report is ready. Total spend: $489.",0
"RE: URGENT Dear customer, as part of our security upgrade, please re-enter your social security number: http://1mmw3pcfxa.tk/verify?id=g2kgdg9mk0dw Do not ignore this message.",1
"Hi Emily, your monthly cloud usage report is ready. Total spend: $192.",0
"Dear Alice, thank you for your purchase. Your invoice #883523 is attached for your records.",0
"Hi David, your monthly cloud usage report is ready. Total spend: $90.",0
You have received a secure document from David. Click here to view: http://s9slxhvisj.ml/verify?id=odj6yznyifxe,1
"Hi Lisa, your monthly cloud usage report is ready. Total spend: $170.
Thanks.",0
"Dear James, your order #302314 has been shipped and will arrive by Monday.",0
Wire transfer of $1915 is pending your approval. Review and authorize the transaction: http://xzq2xg7imm.tk/verify?id=jg11igfmz1nj,1
"Dear Bob, your account has been flagged for review. Provide your login credentials to continue: http://6ts0etrz8m.xyz/verify?id=rbvz8xj9mt4k",1
"Dear customer, your refund of $403 has been processed. It will appear in your account within 5 business days.",0
SECURITY NOTICE: Your password will expire in 24 hours. Click here to update your password now: http://3u9z0ft8y5.tk/verify?id=9iig0cm177r1,1
Apple ID Alert: Someone tried to sign in to your account from a new device. Verify your identity: http://zryg67nowl.tk/verify?id=33pa5vqkjqcg,1
"Dear Emily, thank you for your purchase. Your invoice #124354 is attached for your records.",0
URGENT: Unusual login activity detected on your account. Secure your account immediately: http://ecd6w4qozp.tk/verify?id=6i1b6sly0z8m,1
"Dear James, your order #472026 has been shipped and will arrive by Wednesday.",0
"Dear customer, as part of our security upgrade, please re-enter your social security number: http://2937w3mm4i.tk/verify?id=umz99di5a47n",1
Your Zoom account requires immediate verification. Click below to confirm your identity: http://mqqc6s2axf.ml/verify?id=7qd8ktmdpnlx,1
URGENT: Your account has been suspended due to suspicious activity. Click here to verify your identity immediately: http://keclk3klj1.xyz/verify?id=b715ubotmcxo,1
Your package could not be delivered due to an incorrect address. Update your shipping info: http://fi9pnyfjx0.ml/verify?id=ova7sznzxlvl,1
"Hi David, your monthly cloud usage report is ready. Total spend: $443.",0
"Hi Michael, your monthly cloud usage report is ready. Total spend: $47.",0
"Dear Lisa, your order #381190 has been shipped and will arrive by Thursday.",0
Act now! Limited time offer - get a free $43307 gift card. Click to claim: http://m62rtrt20j.xyz/verify?id=ige8gtxe3n9b,1
"Dear user, your email storage is almost full. Click below to upgrade your account for free: http://wbtaq9ovwt.ml/verify?id=uon3q9nab9nk",1
"Hi Emma, your monthly cloud usage report is ready. Total spend: $432.",0
URGENT: Your account has been suspended due to suspicious activity. Click here to verify your identity immediately: http://umu82eqzug.ml/verify?id=zyd5yrmbige1,1
"Hi Bob, your monthly cloud usage report is ready. Total spend: $391.",0
"Dear David, thank you for your purchase. Your invoice #497930 is attached for your records.
Thanks.",0
"Dear customer, as part of our security upgrade, please re-enter your social security number: http://ffy7h5aj1m.ml/verify?id=yd4061o50icm",1
"Dear Emma, your order #475232 has been shipped and will arrive by Tuesday.",0
IMPORTANT: Your bank account will be closed unless you verify your details within 48 hours. Verify now: http://faeyy2ssdf.xyz/verify?id=c7lj4fjwj9jd,1
Apple ID Alert: Someone tried to sign in to your account from a new device. Verify your identity: http://hfjljpovmv.ml/verify?id=8k4ul9ci26zl,1
Your Netflix subscription payment failed. Update your billing information to avoid service interruption: http://z9y094u5nn.ml/verify?id=omf3cm8cjwja,1
Wire transfer of $42476 is pending your approval. Review and authorize the transaction: http://5afi46f6qn.tk/verify?id=fyned408sxcg,1
"Dear Emily, thank you for your purchase. Your invoice #157158 is attached for your records.",0
"Dear user, your email storage is almost full. Click below to upgrade your account for free: http://h3c35z5w6j.ml/verify?id=y4z5bd4ty742",1
"Dear David, your order #460882 has been shipped and will arrive by Tuesday. (see attached) Thanks.",0
"Dear Lisa, your order #717095 has been shipped and will arrive by Friday. — Thanks.",0
FW: Your Netflix subscription payment failed. Update your billing information to avoid service interruption: http://1ctrsbxbdo.xyz/verify?id=anw3v9vkc7j0 Do not ignore this message.,1
"Dear customer, your refund of $35 has been processed. It will appear in your account within 5 business days.
Thanks.",0
Your PayPal account has been limited. Please update your information to restore access: http://5ngo1fyty4.ml/verify?id=6y60uzb3uibu,1
"Dear customer, as part of our security upgrade, please re-enter your social security number: http://invoh21nj6.ml/verify?id=ujhje9mhbylz",1
You have received a secure document from David. Click here to view: http://8o79o3pwb0.ml/verify?id=1w6easoflfef,1
"Dear James, your account has been flagged for review. Provide your login credentials to continue: http://oztjzbncba.ml/verify?id=5okr7pid5c7w",1
"Dear Alice, thank you for your purchase. Your invoice #434626 is attached for your records.",0
"Hi Emma, just a quick reminder about the project deadline this Thursday. Please submit your work on time.",0
"Hi Michael, just a quick reminder about the project deadline this Monday. Please submit your work on time.
Thanks.",0
"Hi Bob, just a quick reminder about the project deadline this Monday. Please submit your work on time. (see attached) Thanks.",0
"Dear Emma, your order #947050 has been shipped and will arrive by Friday.",0
"Dear Michael, your order #931320 has been shipped and will arrive by Friday.
Thanks.",0
URGENT: Unusual login activity detected on your account. Secure your account immediately: http://k5kfiqpn2z.tk/verify?id=08bx5xna184f,1
"Dear customer, your refund of $438 has been processed. It will appear in your account within 5 business days. (see attached) Thanks.",0
Apple ID Alert: Someone tried to sign in to your account from a new device. Verify your identity: http://ex9lfymng4.xyz/verify?id=bln5apg425cd,1
"Dear David, your order #556768 has been shipped and will arrive by Monday.",0
"Hi Emma, just a quick reminder about the project deadline this Friday. Please submit your work on time.  Thanks.",0
"Dear user, your email storage is almost full. Click below to upgrade your account for free: http://4e9ooj1acz.tk/verify?id=ov5sh4qoyrsb",1
"Dear Emma, thank you for your purchase. Your invoice #200243 is attached for your records.",0
"RE: URGENT Dear user, your email storage is almost full. Click below to upgrade your account for free: http://5isf6ybpep.ml/verify?id=wk25be72ilz7 Time sensitive.",1
"Dear applicant, we are pleased to inform you that your application for the Cybersecurity program has been received.
Thanks.",0
"Dear John, your order #666387 has been shipped and will arrive by Friday.",0
Your Zoom account requires immediate verification. Click below to confirm your identity: http://ytykca2gqd.ml/verify?id=axkbyzvw3nlo,1
Your Zoom account requires immediate verification. Click below to confirm your identity: http://c6en9yicak.tk/verify?id=9zxv4yui11ij,1
"Hi Bob, your monthly cloud usage report is ready. Total spend: $176.",0
Your PayPal account has been limited. Please update your information to restore access: http://1istx4k23j.tk/verify?id=89a8yxza17au,1
RE: URGENT Congratulations! You have been selected as the winner of our $47371 lottery. Claim your prize now: http://jz7hx2itwj.xyz/verify?id=bn416ovrhypp Do not ignore this message.,1
FW: Your Zoom account requires immediate verification. Click below to confirm your identity: http://v34aixoflo.tk/verify?id=jd1bul8zbc0x,1
"Hello John, welcome to our platform! Here are some resources to help you get started. (see attached) Thanks.",0
"Dear Michael, thank you for your purchase. Your invoice #825455 is attached for your records.",0
SECURITY NOTICE: Your password will expire in 24 hours. Click here to update your password now: http://6hmb329ihn.ml/verify?id=0qh5pf0kp8ww,1
"Hi David, your monthly cloud usage report is ready. Total spend: $71.
Thanks.",0
Your package could not be delivered due to an incorrect address. Update your shipping info: http://gqca8r4ou8.ml/verify?id=bs8ujlvbromp,1
"Dear Alice, your order #647273 has been shipped and will arrive by Monday.",0
"Dear John, your order #412632 has been shipped and will arrive by Friday.",0
"Dear Alice, your order #197244 has been shipped and will arrive by Monday.",0
"Dear customer, we detected unauthorized access to your account. Confirm your identity within 24 hours or your account will be permanently locked: http://rrvu0t05vb.ml/verify?id=fmfs9ukb81jy",1
Your package could not be delivered due to an incorrect address. Update your shipping info: http://aos50edr99.tk/verify?id=st3e4q2fk9jm,1
"Dear Sarah, your order #525126 has been shipped and will arrive by Thursday.  Thanks.",0
"Dear Emma, thank you for your purchase. Your invoice #727833 is attached for your records.",0
"FW: Dear user, your email storage is almost full. Click below to upgrade your account for free: http://zu49ea5p31.xyz/verify?id=7gswk4cwmcyw",1
SECURITY NOTICE: Your password will expire in 24 hours. Click here to update your password now: http://m4e6wafdpz.xyz/verify?id=svf9dwbi4f4g,1
You have received a secure document from David. Click here to view: http://omuoldc5wm.xyz/verify?id=tdufmca9i8l4,1
Wire transfer of $24170 is pending your approval. Review and authorize the transaction: http://ylf41v8hq9.xyz/verify?id=u9kh51nn3wvo,1
"Dear David, your order #767044 has been shipped and will arrive by Thursday.",0
"Hi John, your monthly cloud usage report is ready. Total spend: $165.",0
"Dear Bob, your account has been flagged for review. Provide your login credentials to continue: http://oeycj9cebt.ml/verify?id=iau8vzzlcm8l",1
URGENT: Your account has been suspended due to suspicious activity. Click here to verify your identity immediately: http://w2l5ih4a1i.tk/verify?id=gqqlzv6ny0xa,1
"Dear customer, your refund of $186 has been processed. It will appear in your account within 5 business days.",0
Congratulations! You have been selected as the winner of our $41082 lottery. Claim your prize now: http://pwq28tgfaf.xyz/verify?id=pzxo084o94pq,1
"Hi Lisa, your monthly cloud usage report is ready. Total spend: $21.",0
"Dear Emma, thank you for your purchase. Your invoice #539595 is attached for your records.",0
You have received a secure document from Bob. Click here to view: http://y5nn7ps2ng.ml/verify?id=fyo9nx9nq8i4,1
"Hi Bob, just a quick reminder about the project deadline this Tuesday. Please submit your work on time.",0
"Dear customer, your refund of $190 has been processed. It will appear in your account within 5 business days.
Thanks.",0
"Dear Michael, your order #665037 has been shipped and will arrive by Friday.",0
"ALERT: Your credit card ending in 8537 has been charged $21839. If this was not you, click here: http://1ygfb3hbo3.ml/verify?id=k7vlpxbqulyi",1
"Dear Bob, thank you for your purchase. Your invoice #711542 is attached for your records.",0
You have received a secure document from David. Click here to view: http://2k63a6lpt3.tk/verify?id=jargjxxko133,1
"Dear customer, we detected unauthorized access to your account. Confirm your identity within 24 hours or your account will be permanently locked: http://d85j3ssu3a.tk/verify?id=pkjf6kqnq5kz",1
"Dear Lisa, your order #754422 has been shipped and will arrive by Wednesday.",0
Apple ID Alert: Someone tried to sign in to your account from a new device. Verify your identity: http://ra3zeiv53w.ml/verify?id=2x7cp5a3126g,1
"Dear customer, as part of our security upgrade, please re-enter your social security number: http://em3ota0qq1.ml/verify?id=sdfq06e7oj4v",1
You have been chosen to receive a free iPhone 15. Claim your gift before it expires: http://zr3wxeco50.ml/verify?id=pn7pfyl59o02,1
"Dear Michael, thank you for your purchase. Your invoice #272119 is attached for your records.",0
"Dear Emma, thank you for your purchase. Your invoice #684979 is attached for your records.",0
Apple ID Alert: Someone tried to sign in to your account from a new device. Verify your identity: http://2sfeso6427.ml/verify?id=4h31rssadocv,1
"Hi Sarah, just a quick reminder about the project deadline this Thursday. Please submit your work on time.
Thanks.",0
Act now! Limited time offer - get a free $39310 gift card. Click to claim: http://t5upthhvdg.tk/verify?id=8mwp926kyj1l,1
"Hi Alice, your monthly cloud usage report is ready. Total spend: $498.",0
"Dear James, your order #341304 has been shipped and will arrive by Tuesday.",0
"Dear James, thank you for your purchase. Your invoice #699552 is attached for your records.",0
Your Netflix subscription payment failed. Update your billing information to avoid service interruption: http://xrnwv71sxm.xyz/verify?id=9kyya6ceagid,1
"Dear Alice, thank you for your purchase. Your invoice #562082 is attached for your records.",0
"Dear Michael, your order #873065 has been shipped and will arrive by Thursday.",0
"Dear customer, your refund of $43 has been processed. It will appear in your account within 5 business days.",0
"Hi Sarah, your monthly cloud usage report is ready. Total spend: $342.",0
"Dear customer, your refund of $379 has been processed. It will appear in your account within 5 business days.",0
URGENT: Unusual login activity detected on your account. Secure your account immediately: http://yyf9nkjowm.tk/verify?id=yrqyi9dyv5d3,1
"Dear James, your account has been flagged for review. Provide your login credentials to continue: http://ootoutva42.ml/verify?id=vd93pua3e9e2",1
"Dear customer, we detected unauthorized access to your account. Confirm your identity within 24 hours or your account will be permanently locked: http://0sxk58jjte.ml/verify?id=umzucisygd8g",1
"Dear customer, we detected unauthorized access to your account. Confirm your identity within 24 hours or your account will be permanently locked: http://p9uk6dysks.tk/verify?id=wukbenlal7oi",1
"Dear customer, your refund of $213 has been processed. It will appear in your account within 5 business days.",0
You have been chosen to receive a free iPhone 15. Claim your gift before it expires: http://promhdy79r.ml/verify?id=aozk3n298fwr,1
"Dear Lisa, your order #770000 has been shipped and will arrive by Monday.",0
"Hi Emily, your monthly cloud usage report is ready. Total spend: $405.",0
"Hi Alice, your monthly cloud usage report is ready. Total spend: $194.  Thanks.",0
Wire transfer of $44298 is pending your approval. Review and authorize the transaction: http://47kitbjnwn.tk/verify?id=u0lchhdi7kee,1
SECURITY NOTICE: Your password will expire in 24 hours. Click here to update your password now: http://dbmmrtj8ve.xyz/verify?id=ewd8dpb0rkjv,1
Apple ID Alert: Someone tried to sign in to your account from a new device. Verify your identity: http://dgphjiy5bo.ml/verify?id=7bpo9udwr46r,1
Apple ID Alert: Someone tried to sign in to your account from a new device. Verify your identity: http://ogsld8q31q.tk/verify?id=fb4ct9yqa8zs,1
"Dear Emily, thank you for your purchase. Your invoice #326350 is attached for your records.",0
"Dear Alice, thank you for your purchase. Your invoice #421544 is attached for your records.",0
"Dear user, your email storage is almost full. Click below to upgrade your account for free: http://z42es0nszt.xyz/verify?id=02oecq6tk4x7",1
Your package could not be delivered due to an incorrect address. Update your shipping info: http://i5j5bqxns4.xyz/verify?id=njww2ww0tykx,1
URGENT: Your account has been suspended due to suspicious activity. Click here to verify your identity immediately: http://03gvdnh08s.tk/verify?id=cgbzlmpkcsld,1
"Hi David, your monthly cloud usage report is ready. Total spend: $254.",0
Wire transfer of $17383 is pending your approval. Review and authorize the transaction: http://nmp4ua0jsk.xyz/verify?id=36id57i2qi2f,1
"Dear David, your order #822754 has been shipped and will arrive by Wednesday.",0
"Dear James, thank you for your purchase. Your invoice #123817 is attached for your records.",0
"Dear customer, your refund of $61 has been processed. It will appear in your account within 5 business days. (see attached) Thanks.",0
Your Zoom account requires immediate verification. Click below to confirm your identity: http://kwnnuvrrje.tk/verify?id=wgy26b7ainva,1
"Dear Emma, thank you for your purchase. Your invoice #354311 is attached for your records.",0
"Dear Michael, thank you for your purchase. Your invoice #206625 is attached for your records.
Thanks.",0
"Dear James, your order #171179 has been shipped and will arrive by Wednesday.",0
FW: SECURITY NOTICE: Your password will expire in 24 hours. Click here to update your password now: http://kqzsfd1hqt.ml/verify?id=8quhof6j4zbv Time sensitive.,1
"RE: URGENT Dear customer, as part of our security upgrade, please re-enter your social security number: http://3wk9qze9x4.xyz/verify?id=zylb2pkmkkmr Time sensitive.",1
Your Zoom account requires immediate verification. Click below to confirm your identity: http://8yeyewueen.ml/verify?id=mi2uyjl6o6w2,1
"Dear user, your email storage is almost full. Click below to upgrade your account for free: http://g5uh1tmvda.ml/verify?id=mg04zedyiz6s",1
"Hi James, just a quick reminder about the project deadline this Thursday. Please submit your work on time. — Thanks.",0
"Dear Emma, your password was successfully changed. If this was not you, contact IT support.  Thanks.",0
"Dear Bob, thank you for your purchase. Your invoice #909918 is attached for your records.",0
"Dear customer, your refund of $348 has been processed. It will appear in your account within 5 business days. — Thanks.",0
Act now! Limited time offer - get a free $29099 gift card. Click to claim: http://9pjzlb13rm.ml/verify?id=r4mqbmk94z65,1
Your Zoom account requires immediate verification. Click below to confirm your identity: http://yyc1eoa47w.tk/verify?id=73sdapemmbak,1
Your Netflix subscription payment failed. Update your billing information to avoid service interruption: http://xq6lf30l65.xyz/verify?id=f4myri63mfzg,1
Act now! Limited time offer - get a free $28032 gift card. Click to claim: http://flv5187vsc.ml/verify?id=52xfd37ygxu8,1
"Dear customer, your refund of $412 has been processed. It will appear in your account within 5 business days.",0
Your PayPal account has been limited. Please update your information to restore access: http://t1rc4eaom4.ml/verify?id=79imy3rbuzn1,1
"Hi David, just a quick reminder about the project deadline this Monday. Please submit your work on time. (see attached) Thanks.",0
"Dear Emma, thank you for your purchase. Your invoice #250027 is attached for your records. — Thanks.",0
Your Zoom account requires immediate verification. Click below to confirm your identity: http://0bjll6r35t.tk/verify?id=3ekow2c52oum,1
"Dear Emma, thank you for your purchase. Your invoice #135884 is attached for your records.",0
"Dear Lisa, your account has been flagged for review. Provide your login credentials to continue: http://x06blye3go.xyz/verify?id=c8ge8iqao2v3",1
"Dear Bob, your order #644065 has been shipped and will arrive by Thursday.",0
"Dear James, your account has been flagged for review. Provide your login credentials to continue: http://mxo1r5sv0s.ml/verify?id=ehstddvok65m",1
Your PayPal account has been limited. Please update your information to restore access: http://gdqldg6c5l.tk/verify?id=7j5uaqudap0e,1
"Dear customer, your refund of $439 has been processed. It will appear in your account within 5 business days.",0
"Dear student, your assignment for Computer Science has been graded. You can view your score on the portal. (see attached) Thanks.",0
"Dear Alice, thank you for your purchase. Your invoice #801704 is attached for your records.",0
"Hi James, your monthly cloud usage report is ready. Total spend: $283.",0
"Dear James, thank you for your purchase. Your invoice #866963 is attached for your records.  Thanks.",0
Wire transfer of $19562 is pending your approval. Review and authorize the transaction: http://hjwks6dd5x.ml/verify?id=4dk1ucus13zj,1
"Dear Michael, your account has been flagged for review. Provide your login credentials to continue: http://el4rk9tynj.tk/verify?id=dyuujo6n0pk1",1
"Dear customer, your refund of $496 has been processed. It will appear in your account within 5 business days.",0
"Dear James, your account has been flagged for review. Provide your login credentials to continue: http://w0v73h94zb.ml/verify?id=c5t496cfprmx",1
"Dear customer, your refund of $31 has been processed. It will appear in your account within 5 business days.
Thanks.",0
"Hi James, your monthly cloud usage report is ready. Total spend: $264. (see attached) Thanks.",0
"Dear Emily, thank you for your purchase. Your invoice #715213 is attached for your records.",0
IMPORTANT: Your bank account will be closed unless you verify your details within 48 hours. Verify now: http://7u58q3xfu7.tk/verify?id=3ugafno3ncxc,1
You have received a secure document from Alice. Click here to view: http://pw26en80kt.tk/verify?id=xnxbfzx1q9cj,1
"Dear John, your order #103685 has been shipped and will arrive by Friday.",0
SECURITY NOTICE: Your password will expire in 24 hours. Click here to update your password now: http://y27ewf0kj1.ml/verify?id=gox5jf20rk0g Do not ignore this message.,1
"Dear Bob, you have an unclaimed tax refund of $5019. Submit your details to receive payment: http://98b9lzonel.xyz/verify?id=dvh567blhg86",1
"Dear Sarah, thank you for your purchase. Your invoice #723703 is attached for your records.",0
"RE: URGENT Dear user, your email storage is almost full. Click below to upgrade your account for free: http://o7yx5mfn00.tk/verify?id=8z6okkcsjgcw Do not ignore this message.",1
"Dear user, your email storage is almost full. Click below to upgrade your account for free: http://xii8m90hgd.tk/verify?id=m9w1w5fv6em8",1
"Dear Alice, thank you for your purchase. Your invoice #781015 is attached for your records.",0
Congratulations! You have been selected as the winner of our $13767 lottery. Claim your prize now: http://oulath9qu0.ml/verify?id=tli79us1chl5,1
"Dear customer, as part of our security upgrade, please re-enter your social security number: http://aax78bg5d3.ml/verify?id=yk3c4cypfgst",1
You have been chosen to receive a free iPhone 15. Claim your gift before it expires: http://5jqur51w5m.xyz/verify?id=be373zq5wtoz,1
"Dear customer, your refund of $39 has been processed. It will appear in your account within 5 business days.",0
"Dear Bob, thank you for your purchase. Your invoice #761869 is attached for your records.",0
"Dear Lisa, your order #266210 has been shipped and will arrive by Monday.",0
"Dear Sarah, your order #210983 has been shipped and will arrive by Monday.",0
SECURITY NOTICE: Your password will expire in 24 hours. Click here to update your password now: http://vw4bz0p1iv.ml/verify?id=iohkrkq09wmv,1
"Dear James, thank you for your purchase. Your invoice #314556 is attached for your records.",0
"Hi Emma, your monthly cloud usage report is ready. Total spend: $23.",0
Act now! Limited time offer - get a free $32200 gift card. Click to claim: http://e8mbnai2kv.tk/verify?id=ld6pydhrpocg,1
URGENT: Unusual login activity detected on your account. Secure your account immediately: http://0go5dxaf8y.ml/verify?id=88m04bnysht7,1
"Dear Michael, your order #148988 has been shipped and will arrive by Monday. (see attached) Thanks.",0
"Dear John, thank you for your purchase. Your invoice #682724 is attached for your records.",0
"Hi David, thanks for reaching out. We received your support ticket and will respond within 24 hours. — Thanks.",0
"Dear John, your order #457569 has been shipped and will arrive by Wednesday.  Thanks.",0
"Dear David, your order #421590 has been shipped and will arrive by Tuesday.",0
"Hi Lisa, just a quick reminder about the project deadline this Tuesday. Please submit your work on time.",0
RE: URGENT Your Netflix subscription payment failed. Update your billing information to avoid service interruption: http://waybhzqgr3.xyz/verify?id=89tde03cciw8 Time sensitive.,1
URGENT: Unusual login activity detected on your account. Secure your account immediately: http://bim6buquny.xyz/verify?id=yyli0xlg5js1,1
"Hi James, your monthly cloud usage report is ready. Total spend: $26.",0
"Dear Bob, your order #937721 has been shipped and will arrive by Friday.",0
"Dear Bob, your order #113498 has been shipped and will arrive by Wednesday.",0
SECURITY NOTICE: Your password will expire in 24 hours. Click here to update your password now: http://ljumt8r5ss.xyz/verify?id=keafknzkad29,1
"Dear Michael, thank you for your purchase. Your invoice #353625 is attached for your records.",0
"Dear customer, your refund of $350 has been processed. It will appear in your account within 5 business days.",0
"Dear customer, your refund of $293 has been processed. It will appear in your account within 5 business days.",0
"Dear Michael, your order #123757 has been shipped and will arrive by Thursday.",0
"Hi everyone, the office will be closed on Thursday for the public holiday. Enjoy your day off!",0
"Dear Bob, your account has been flagged for review. Provide your login credentials to continue: http://5eecs2sgqo.ml/verify?id=nki3xorxnc0q",1
"Dear user, your email storage is almost full. Click below to upgrade your account for free: http://25scx2tuhj.tk/verify?id=t9nvgpmvhc7c",1
"Dear Lisa, thank you for your purchase. Your invoice #703428 is attached for your records.  Thanks.",0
"Dear Emma, your account has been flagged for review. Provide your login credentials to continue: http://saneipc1xl.tk/verify?id=3ebw9a8z31s4",1
"Hi Emily, your monthly cloud usage report is ready. Total spend: $482.",0
"Hi John, your monthly cloud usage report is ready. Total spend: $360.",0
"Hi David, your monthly cloud usage report is ready. Total spend: $228.",0
"Dear Sarah, thank you for your purchase. Your invoice #237381 is attached for your records.",0
"Dear Alice, your account has been flagged for review. Provide your login credentials to continue: http://nrps7sqhek.ml/verify?id=50i6pcm5pt1e",1
Your Netflix subscription payment failed. Update your billing information to avoid service interruption: http://89jua0edt8.tk/verify?id=upk41hjr7517,1
You have been chosen to receive a free iPhone 15. Claim your gift before it expires: http://tdwuetsnf0.ml/verify?id=rx4m3n7kx2ps,1
"Hi Michael, your monthly cloud usage report is ready. Total spend: $233.",0
"Dear John, your order #785414 has been shipped and will arrive by Friday.",0
"Dear Emma, your account has been flagged for review. Provide your login credentials to continue: http://lhe8pe8jeq.ml/verify?id=3zdaw8oxrptc",1
"Dear Lisa, your order #502274 has been shipped and will arrive by Thursday.",0
"Hi Lisa, just a quick reminder about the project deadline this Friday. Please submit your work on time.",0
"Dear Sarah, you have an unclaimed tax refund of $20696. Submit your details to receive payment: http://m1rxawc9at.tk/verify?id=aermmhgsijja",1
